id,description,category,severity,department,risk_level,reported_date,status,similar_incidents,root_causes,recommendations,impact,urgency
INC-00806,High data exfiltration from Operations workstations via zero-day exploit,Security,High,IT,High,2025-05-11,Closed,"[{""incident_id"": ""INC-06180"", ""description"": ""High fileless malware attack on R&D web application..."", ""relevance"": 0.81}, {""incident_id"": ""INC-07398"", ""description"": ""Critical business email compromise targeting Sales executives..."", ""relevance"": 0.75}, {""incident_id"": ""INC-02568"", ""description"": ""Low credential stuffing attack on Customer Service HR management system..."", ""relevance"": 0.83}]","[""Insufficient monitoring and detection"", ""Inadequate access control mechanisms"", ""Third-party security risks"", ""Missing endpoint protection solutions"", ""Insufficient security awareness training""]","[""Deploy security information and event management"", ""Implement data loss prevention tools"", ""Implement network segmentation"", ""Conduct tabletop exercises for incident response"", ""Implement data classification framework"", ""Conduct vulnerability assessment""]",High,Low
INC-00807,Medium network outage affecting HR printing services,Network,Medium,Security,Medium,2025-11-09,In Progress,"[{""incident_id"": ""INC-07537"", ""description"": ""Low network outage affecting Legal file sharing..."", ""relevance"": 0.85}, {""incident_id"": ""INC-03088"", ""description"": ""Medium CDN failure impacting R&D VPN access..."", ""relevance"": 0.93}, {""incident_id"": ""INC-07767"", ""description"": ""Low Port channel misconfiguration in IT CRM platform..."", ""relevance"": 0.8}, {""incident_id"": ""INC-07200"", ""description"": ""High DHCP exhaustion in Customer Service network..."", ""relevance"": 0.91}, {""incident_id"": ""INC-05839"", ""description"": ""Critical VPN gateway failure preventing Finance remote access..."", ""relevance"": 0.92}, {""incident_id"": ""INC-09146"", ""description"": ""High network switch failure in Finance branch office..."", ""relevance"": 0.78}]","[""Inadequate network segmentation"", ""Traffic prioritization failures"", ""Load balancer configuration errors"", ""Routing protocol instabilities"", ""Wireless security weaknesses""]","[""Implement emergency security controls"", ""Review and update disaster recovery plans"", ""Establish incident response procedures"", ""Review and update security policies""]",High,Medium
INC-00808,Low unauthorized trade secrets access by contractor in IT,Data Leakage,Low,Marketing,Low,2025-08-30,Open,"[{""incident_id"": ""INC-06562"", ""description"": ""High medical records exposure through misconfigured database in Sales..."", ""relevance"": 0.75}, {""incident_id"": ""INC-02436"", ""description"": ""High Video conference recording leak of Finance payment information..."", ""relevance"": 0.79}]","[""Privileged user monitoring gaps"", ""API security and authentication gaps"", ""Shadow data storage locations"", ""Data backup security weaknesses"", ""Email security gateway gaps""]","[""Implement network segmentation"", ""Deploy additional monitoring solutions"", ""Implement emergency security controls"", ""Implement data loss prevention tools""]",Medium,High
INC-00809,Critical wireless network outage in HR conference room,Network,Critical,HR,High,2025-12-08,Closed,"[{""incident_id"": ""INC-01507"", ""description"": ""Low IP address conflict in Legal infrastructure..."", ""relevance"": 0.77}, {""incident_id"": ""INC-04224"", ""description"": ""Low DHCP exhaustion in Security network..."", ""relevance"": 0.89}, {""incident_id"": ""INC-03476"", ""description"": ""Medium bandwidth saturation in HR network segment..."", ""relevance"": 0.72}, {""incident_id"": ""INC-02880"", ""description"": ""Low IP address conflict in HR infrastructure..."", ""relevance"": 0.76}]","[""Outdated network equipment"", ""Insufficient network redundancy"", ""Physical network security gaps"", ""DDoS protection inadequacies"", ""VPN concentrator capacity issues""]","[""Implement multi-factor authentication"", ""Establish continuous monitoring program"", ""Engage external security consultants"", ""Implement emergency security controls"", ""Review and update disaster recovery plans"", ""Notify all affected stakeholders immediately""]",Low,Immediate
INC-00810,High HIPAA violation involving authentication credentials in Security,Compliance,High,IT,High,2026-02-23,Closed,"[{""incident_id"": ""INC-09256"", ""description"": ""Low data subject rights request not fulfilled by Operations..."", ""relevance"": 0.89}, {""incident_id"": ""INC-06682"", ""description"": ""High consent management failure in Legal web application..."", ""relevance"": 0.83}, {""incident_id"": ""INC-09735"", ""description"": ""High missing documentation for Customer Service customer onboarding..."", ""relevance"": 0.78}, {""incident_id"": ""INC-05840"", ""description"": ""High ISO 27001 requirement not met in Sales conference room..."", ""relevance"": 0.78}]","[""Lack of regular compliance assessments"", ""Regulatory reporting process failures"", ""Third-party compliance management failures"", ""Certification and attestation gaps"", ""Consent management system failures""]","[""Implement network segmentation"", ""Review and strengthen backup procedures"", ""Deploy security information and event management"", ""Conduct vulnerability assessment"", ""Conduct security awareness training"", ""Review access control lists and permissions""]",Low,High
INC-00811,Medium malware infection detected on Legal tablet,Security,Medium,Sales,Medium,2026-02-09,Open,"[{""incident_id"": ""INC-07499"", ""description"": ""Low brute force attack on Marketing authentication system..."", ""relevance"": 0.93}, {""incident_id"": ""INC-01725"", ""description"": ""High social engineering attack on R&D IT administrators..."", ""relevance"": 0.77}, {""incident_id"": ""INC-09201"", ""description"": ""Low phishing attack targeting HR employees via email..."", ""relevance"": 0.86}, {""incident_id"": ""INC-06134"", ""description"": ""High phishing attack targeting Legal employees via social media..."", ""relevance"": 0.93}, {""incident_id"": ""INC-06896"", ""description"": ""High data breach exposing employee data in Sales..."", ""relevance"": 0.8}]","[""Inadequate incident response planning"", ""Insider threat detection blind spots"", ""Unpatched software vulnerabilities"", ""Bring-your-own-device policy gaps"", ""Data classification failures""]","[""Review and strengthen backup procedures"", ""Deploy endpoint detection and response"", ""Deploy additional monitoring solutions"", ""Immediate containment and isolation of affected systems"", ""Implement multi-factor authentication""]",Medium,Medium
INC-00812,Medium APT group compromising IT file servers through phishing,Security,Medium,Operations,Medium,2025-03-30,Resolved,"[{""incident_id"": ""INC-06109"", ""description"": ""Medium insider threat from Legal employee accessing financial records..."", ""relevance"": 0.85}, {""incident_id"": ""INC-08845"", ""description"": ""Critical data breach exposing medical records in Sales..."", ""relevance"": 0.76}, {""incident_id"": ""INC-04981"", ""description"": ""Medium cryptojacking malware found on Customer Service server..."", ""relevance"": 0.86}, {""incident_id"": ""INC-08657"", ""description"": ""Critical phishing attack targeting IT employees via email..."", ""relevance"": 0.89}, {""incident_id"": ""INC-05956"", ""description"": ""High credential stuffing attack on Operations intranet portal..."", ""relevance"": 0.79}]","[""Social engineering susceptibility"", ""Lack of multi-factor authentication"", ""Lack of regular security assessments"", ""Poor network segmentation"", ""Security misconfigurations""]","[""Implement privileged access management"", ""Deploy security information and event management"", ""Establish incident response procedures"", ""Update all software and security patches"", ""Implement data loss prevention tools""]",Low,Low
INC-00813,Critical IoT device leak transmitting R&D financial records,Data Leakage,Critical,R&D,High,2025-07-31,Closed,"[{""incident_id"": ""INC-05180"", ""description"": ""High partner integration leak accessing Marketing medical records..."", ""relevance"": 0.83}, {""incident_id"": ""INC-09045"", ""description"": ""Medium Error message leak revealing IT system information..."", ""relevance"": 0.94}, {""incident_id"": ""INC-04451"", ""description"": ""High third-party vendor leak of HR employee data..."", ""relevance"": 0.75}, {""incident_id"": ""INC-06267"", ""description"": ""Medium Log file exposure containing IT sensitive data..."", ""relevance"": 0.93}, {""incident_id"": ""INC-08192"", ""description"": ""Critical API response leak exposing Customer Service medical records..."", ""relevance"": 0.87}, {""incident_id"": ""INC-06115"", ""description"": ""High test data leak containing production proprietary data from R&D..."", ""relevance"": 0.78}]","[""Data retention policy non-compliance"", ""Cross-border data transfer violations"", ""Print and document handling vulnerabilities"", ""Weak data access controls"", ""Removable media control deficiencies""]","[""Implement emergency security controls"", ""Implement data loss prevention tools"", ""Implement privileged access management"", ""Review and update security policies"", ""Deploy endpoint detection and response""]",Medium,Immediate
INC-00814,High CDN failure impacting Marketing printing services,Network,High,Legal,High,2025-06-24,Resolved,"[{""incident_id"": ""INC-03081"", ""description"": ""Critical ARP poisoning attack in Legal subnet..."", ""relevance"": 0.91}, {""incident_id"": ""INC-09248"", ""description"": ""Low MAC address spoofing detected in HR network..."", ""relevance"": 0.82}, {""incident_id"": ""INC-05285"", ""description"": ""Low firewall misconfiguration blocking Marketing file sharing..."", ""relevance"": 0.88}, {""incident_id"": ""INC-04530"", ""description"": ""High network switch failure in IT data center..."", ""relevance"": 0.88}, {""incident_id"": ""INC-06900"", ""description"": ""Low ARP poisoning attack in HR subnet..."", ""relevance"": 0.87}, {""incident_id"": ""INC-01601"", ""description"": ""Low CDN failure impacting Marketing email services..."", ""relevance"": 0.92}]","[""Network access control gaps"", ""Network time synchronization issues"", ""DNS infrastructure vulnerabilities"", ""Proxy server misconfigurations"", ""Firewall rule misconfigurations""]","[""Implement data classification framework"", ""Review and update security policies"", ""Deploy additional monitoring solutions"", ""Establish regular security audits"", ""Establish continuous monitoring program"", ""Implement emergency security controls"", ""Review and update disaster recovery plans""]",High,Immediate
INC-00815,Medium licensing violation for Operations database software,Compliance,Medium,Operations,Medium,2025-11-17,In Progress,"[{""incident_id"": ""INC-06758"", ""description"": ""Critical ISO 27001 requirement not met in Operations conference room..."", ""relevance"": 0.73}, {""incident_id"": ""INC-07370"", ""description"": ""High data subject rights request not fulfilled by R&D..."", ""relevance"": 0.87}, {""incident_id"": ""INC-08763"", ""description"": ""Critical insufficient access controls in R&D email server..."", ""relevance"": 0.9}, {""incident_id"": ""INC-05135"", ""description"": ""Critical PCI DSS non-compliance in Marketing payment processing..."", ""relevance"": 0.88}, {""incident_id"": ""INC-06728"", ""description"": ""Medium export control violation involving R&D trade secrets..."", ""relevance"": 0.84}]","[""Cross-border transfer mechanism deficiencies"", ""Segregation of duties failures"", ""Data retention policy implementation gaps"", ""Internal control design weaknesses"", ""Vendor due diligence inadequacies""]","[""Implement emergency security controls"", ""Review and strengthen backup procedures"", ""Review third-party vendor security"", ""Update all software and security patches""]",High,High
INC-00816,Low data breach exposing authentication credentials in Legal,Security,Low,Legal,Low,2025-07-22,Closed,"[{""incident_id"": ""INC-04434"", ""description"": ""Medium social engineering attack on Marketing executives..."", ""relevance"": 0.75}, {""incident_id"": ""INC-06056"", ""description"": ""Critical data exfiltration from Operations network shares via phishing..."", ""relevance"": 0.85}, {""incident_id"": ""INC-04605"", ""description"": ""Critical social engineering attack on R&D HR staff..."", ""relevance"": 0.74}, {""incident_id"": ""INC-09050"", ""description"": ""High insider threat from Legal employee accessing customer PII..."", ""relevance"": 0.87}]","[""Weak password policies"", ""Privilege escalation vulnerabilities"", ""Encryption implementation gaps"", ""Shadow IT and unsanctioned applications"", ""Outdated security policies and procedures""]","[""Establish incident response procedures"", ""Implement network segmentation"", ""Conduct vulnerability assessment"", ""Review and strengthen backup procedures"", ""Deploy endpoint detection and response"", ""Conduct tabletop exercises for incident response"", ""Deploy security information and event management""]",High,Medium
INC-00817,Critical phishing attack targeting Legal employees via USB drive,Security,Critical,Finance,High,2025-08-07,In Progress,"[{""incident_id"": ""INC-03560"", ""description"": ""Critical zero-day exploit targeting ERP system in Security..."", ""relevance"": 0.72}, {""incident_id"": ""INC-09594"", ""description"": ""Low data breach exposing payment information in Marketing..."", ""relevance"": 0.91}, {""incident_id"": ""INC-01303"", ""description"": ""Medium botnet infection in Security network segment..."", ""relevance"": 0.84}, {""incident_id"": ""INC-02467"", ""description"": ""Medium data exfiltration from Legal cloud storage via phishing..."", ""relevance"": 0.8}, {""incident_id"": ""INC-07240"", ""description"": ""Low fileless malware attack on Legal file server..."", ""relevance"": 0.81}, {""incident_id"": ""INC-01599"", ""description"": ""Low data breach exposing employee data in IT..."", ""relevance"": 0.89}]","[""Lack of multi-factor authentication"", ""Inadequate incident response planning"", ""Third-party security risks"", ""Data classification failures"", ""Insufficient security awareness training""]","[""Update all software and security patches"", ""Deploy additional monitoring solutions"", ""Conduct security awareness training"", ""Conduct vulnerability assessment"", ""Implement multi-factor authentication"", ""Deploy endpoint detection and response""]",Medium,Medium
INC-00818,High unauthorized authentication credentials access by contractor in Sales,Data Leakage,High,HR,High,2025-06-20,Closed,"[{""incident_id"": ""INC-09010"", ""description"": ""Low financial records exposure through misconfigured database in Finance..."", ""relevance"": 0.78}, {""incident_id"": ""INC-02570"", ""description"": ""Low Session recording leak with Customer Service user medical records..."", ""relevance"": 0.86}, {""incident_id"": ""INC-03996"", ""description"": ""Low authentication credentials exposure through misconfigured database in Security..."", ""relevance"": 0.8}]","[""Privileged user monitoring gaps"", ""API security and authentication gaps"", ""Insufficient vendor oversight"", ""Shadow data storage locations"", ""Removable media control deficiencies""]","[""Implement emergency security controls"", ""Review third-party vendor security"", ""Conduct tabletop exercises for incident response"", ""Implement data loss prevention tools"", ""Establish continuous monitoring program"", ""Implement network segmentation"", ""Conduct security awareness training""]",High,Immediate
INC-00819,Medium breach notification delay from Legal,Compliance,Medium,Security,Medium,2025-11-14,Resolved,"[{""incident_id"": ""INC-03756"", ""description"": ""Low missing documentation for HR record keeping..."", ""relevance"": 0.8}, {""incident_id"": ""INC-09073"", ""description"": ""Low intellectual property compliance issue in Sales..."", ""relevance"": 0.85}]","[""Cross-border transfer mechanism deficiencies"", ""Whistleblower program deficiencies"", ""Vendor due diligence inadequacies"", ""Management override of controls"", ""Consent management system failures""]","[""Implement data classification framework"", ""Conduct security awareness training"", ""Conduct vulnerability assessment"", ""Implement multi-factor authentication"", ""Deploy endpoint detection and response""]",Low,Low
INC-00820,Low regulatory reporting delay from Security,Compliance,Low,Marketing,Low,2026-03-13,Closed,"[{""incident_id"": ""INC-05140"", ""description"": ""Medium licensing violation for IT database software..."", ""relevance"": 0.76}, {""incident_id"": ""INC-06972"", ""description"": ""High data subject rights request not fulfilled by Customer Service..."", ""relevance"": 0.74}, {""incident_id"": ""INC-01091"", ""description"": ""Medium environmental compliance issue in R&D facilities..."", ""relevance"": 0.85}, {""incident_id"": ""INC-06158"", ""description"": ""High licensing violation for Security productivity suite..."", ""relevance"": 0.78}, {""incident_id"": ""INC-01442"", ""description"": ""High data subject rights request not fulfilled by Sales..."", ""relevance"": 0.77}]","[""Lack of regular compliance assessments"", ""Certification and attestation gaps"", ""Data retention policy implementation gaps"", ""Internal control design weaknesses"", ""Continuous monitoring program inadequacies""]","[""Establish continuous monitoring program"", ""Notify all affected stakeholders immediately"", ""Implement data loss prevention tools"", ""Implement data classification framework"", ""Conduct tabletop exercises for incident response"", ""Engage external security consultants"", ""Implement multi-factor authentication""]",Low,Immediate
INC-00821,Critical insider threat from Legal employee accessing trade secrets,Security,Critical,R&D,High,2025-08-10,Closed,"[{""incident_id"": ""INC-09599"", ""description"": ""Critical DNS hijacking affecting Operations email services..."", ""relevance"": 0.82}, {""incident_id"": ""INC-08513"", ""description"": ""High malware infection detected on Operations laptop..."", ""relevance"": 0.79}, {""incident_id"": ""INC-07329"", ""description"": ""High DDoS attack against ERP system causing system downtime..."", ""relevance"": 0.73}, {""incident_id"": ""INC-03312"", ""description"": ""Low cross-site scripting attack on R&D email server..."", ""relevance"": 0.92}]","[""Insider threat detection blind spots"", ""Insufficient monitoring and detection"", ""Bring-your-own-device policy gaps"", ""Poor network segmentation"", ""Missing endpoint protection solutions""]","[""Engage external security consultants"", ""Conduct vulnerability assessment"", ""Deploy security information and event management"", ""Establish incident response procedures""]",High,High
INC-00822,Low Port channel misconfiguration in Marketing web application,Network,Low,Operations,Low,2025-08-18,Open,"[{""incident_id"": ""INC-06499"", ""description"": ""High bandwidth saturation in Security network segment..."", ""relevance"": 0.77}, {""incident_id"": ""INC-02143"", ""description"": ""Critical DNS resolution failure for IT web services..."", ""relevance"": 0.86}]","[""Bandwidth management deficiencies"", ""Network time synchronization issues"", ""Insufficient network redundancy"", ""VPN concentrator capacity issues"", ""Firewall rule misconfigurations""]","[""Deploy endpoint detection and response"", ""Conduct security awareness training"", ""Implement privileged access management"", ""Deploy security information and event management"", ""Implement multi-factor authentication""]",Medium,Immediate
INC-00823,Medium web form data leak from Finance API service,Data Leakage,Medium,Security,Medium,2026-03-18,Resolved,"[{""incident_id"": ""INC-07997"", ""description"": ""Critical database backup exposure containing Operations medical records..."", ""relevance"": 0.92}, {""incident_id"": ""INC-08326"", ""description"": ""Medium database backup exposure containing Customer Service medical records..."", ""relevance"": 0.91}]","[""Lack of data loss prevention tools"", ""Email security gateway gaps"", ""Data backup security weaknesses"", ""Print and document handling vulnerabilities"", ""Unsanctioned cloud service usage""]","[""Implement privileged access management"", ""Conduct tabletop exercises for incident response"", ""Deploy endpoint detection and response"", ""Conduct security awareness training"", ""Review and strengthen backup procedures"", ""Review third-party vendor security"", ""Engage external security consultants""]",Low,High
INC-00824,Low Network time protocol failure affecting Customer Service systems,Network,Low,HR,Low,2025-05-27,Resolved,"[{""incident_id"": ""INC-03620"", ""description"": ""High wireless network outage in Marketing office floor..."", ""relevance"": 0.92}, {""incident_id"": ""INC-02798"", ""description"": ""High network switch failure in Customer Service remote site..."", ""relevance"": 0.76}]","[""Network architecture design flaws"", ""Proxy server misconfigurations"", ""Routing protocol instabilities"", ""Traffic prioritization failures"", ""Network access control gaps""]","[""Conduct vulnerability assessment"", ""Deploy endpoint detection and response"", ""Conduct comprehensive forensic investigation"", ""Establish continuous monitoring program"", ""Notify all affected stakeholders immediately"", ""Establish regular security audits""]",Low,Immediate
INC-00825,Critical expired certification for Customer Service file server,Compliance,Critical,Legal,High,2025-07-02,In Progress,"[{""incident_id"": ""INC-07626"", ""description"": ""Medium SOX compliance failure in IT financial reporting..."", ""relevance"": 0.9}, {""incident_id"": ""INC-05379"", ""description"": ""Critical breach notification delay from IT..."", ""relevance"": 0.94}]","[""Segregation of duties failures"", ""Breach notification procedure gaps"", ""Inadequate compliance monitoring"", ""Insufficient audit trail documentation"", ""Third-party compliance management failures""]","[""Deploy endpoint detection and response"", ""Implement privileged access management"", ""Notify all affected stakeholders immediately"", ""Review and update disaster recovery plans""]",Low,Medium
INC-00826,High supply chain attack compromising Legal ERP system,Security,High,Operations,High,2025-10-05,In Progress,"[{""incident_id"": ""INC-03118"", ""description"": ""Low DDoS attack against ERP system causing financial loss..."", ""relevance"": 0.7}, {""incident_id"": ""INC-02928"", ""description"": ""Low social engineering attack on R&D finance team..."", ""relevance"": 0.9}, {""incident_id"": ""INC-07389"", ""description"": ""Medium APT group compromising Finance web applications through drive-by download..."", ""relevance"": 0.89}, {""incident_id"": ""INC-06334"", ""description"": ""Medium zero-day exploit targeting ERP system in Operations..."", ""relevance"": 0.84}, {""incident_id"": ""INC-06168"", ""description"": ""High ransomware attack encrypting Legal department workstations..."", ""relevance"": 0.94}, {""incident_id"": ""INC-01551"", ""description"": ""Low botnet infection in Sales network segment..."", ""relevance"": 0.81}]","[""Weak password policies"", ""Lack of regular security assessments"", ""Shadow IT and unsanctioned applications"", ""Security misconfigurations"", ""Inadequate access control mechanisms""]","[""Review access control lists and permissions"", ""Review third-party vendor security"", ""Update all software and security patches"", ""Establish continuous monitoring program"", ""Immediate containment and isolation of affected systems"", ""Implement data classification framework"", ""Implement multi-factor authentication""]",Medium,Immediate
INC-00827,Medium storage system failure in Legal SAN storage,System Failure,Medium,Sales,Medium,2026-01-24,Open,"[{""incident_id"": ""INC-06777"", ""description"": ""Medium ERP system crash causing productivity loss in Legal..."", ""relevance"": 0.85}, {""incident_id"": ""INC-02922"", ""description"": ""Medium CPU overload on IT database server..."", ""relevance"": 0.87}, {""incident_id"": ""INC-04415"", ""description"": ""High HR management system crash causing financial loss in Finance..."", ""relevance"": 0.79}, {""incident_id"": ""INC-02530"", ""description"": ""Medium web application crash causing data loss in IT..."", ""relevance"": 0.75}, {""incident_id"": ""INC-09711"", ""description"": ""High Search index corruption in IT file server..."", ""relevance"": 0.93}]","[""Insufficient redundancy in design"", ""Memory exhaustion conditions"", ""Auto-scaling threshold misconfigurations"", ""Lack of automated monitoring"", ""Inadequate testing procedures""]","[""Deploy security information and event management"", ""Deploy additional monitoring solutions"", ""Engage external security consultants"", ""Implement data loss prevention tools""]",Medium,Immediate
INC-00828,High cross-site scripting attack on Operations web application,Security,High,IT,High,2025-07-03,Open,"[{""incident_id"": ""INC-06364"", ""description"": ""High supply chain attack compromising Finance database..."", ""relevance"": 0.91}, {""incident_id"": ""INC-09778"", ""description"": ""High data exfiltration from HR laptops via zero-day exploit..."", ""relevance"": 0.92}, {""incident_id"": ""INC-08153"", ""description"": ""Medium unauthorized access to database by external hacker..."", ""relevance"": 0.83}, {""incident_id"": ""INC-04025"", ""description"": ""Medium cross-site scripting attack on Customer Service file server..."", ""relevance"": 0.89}]","[""Privilege escalation vulnerabilities"", ""Unpatched software vulnerabilities"", ""Social engineering susceptibility"", ""Encryption implementation gaps"", ""Outdated security policies and procedures""]","[""Deploy security information and event management"", ""Implement network segmentation"", ""Conduct security awareness training"", ""Implement privileged access management"", ""Review and strengthen backup procedures"", ""Review and update security policies"", ""Implement multi-factor authentication""]",Medium,Medium
INC-00829,Critical bandwidth saturation in R&D network segment,Network,Critical,Legal,High,2025-11-19,Resolved,"[{""incident_id"": ""INC-05819"", ""description"": ""Medium ARP poisoning attack in Finance subnet..."", ""relevance"": 0.92}, {""incident_id"": ""INC-06330"", ""description"": ""Critical IP address conflict in Security infrastructure..."", ""relevance"": 0.73}]","[""Poor network monitoring capabilities"", ""Load balancer configuration errors"", ""DDoS protection inadequacies"", ""Physical network security gaps"", ""Inadequate network segmentation""]","[""Establish continuous monitoring program"", ""Review and strengthen backup procedures"", ""Implement network segmentation"", ""Establish incident response procedures"", ""Implement emergency security controls"", ""Review access control lists and permissions""]",Medium,Medium
INC-00830,High GDPR compliance violation in Customer Service record keeping,Compliance,High,Sales,High,2025-08-12,In Progress,"[{""incident_id"": ""INC-03499"", ""description"": ""Low data subject rights request not fulfilled by Sales..."", ""relevance"": 0.78}, {""incident_id"": ""INC-08405"", ""description"": ""Low breach notification delay from Operations..."", ""relevance"": 0.79}, {""incident_id"": ""INC-03947"", ""description"": ""Medium insufficient access controls in Finance HR management system..."", ""relevance"": 0.75}]","[""Regulatory reporting process failures"", ""Inadequate staff training on compliance"", ""Policy and procedure documentation gaps"", ""Data subject rights process deficiencies"", ""Missing regulatory framework implementation""]","[""Review access control lists and permissions"", ""Review and strengthen backup procedures"", ""Establish continuous monitoring program"", ""Notify all affected stakeholders immediately"", ""Conduct comprehensive forensic investigation"", ""Implement data classification framework""]",Medium,High
INC-00831,Medium business email compromise targeting IT executives,Security,Medium,Customer Service,Medium,2025-07-25,Closed,"[{""incident_id"": ""INC-05344"", ""description"": ""Critical brute force attack on Marketing authentication system..."", ""relevance"": 0.73}, {""incident_id"": ""INC-06585"", ""description"": ""Low fileless malware attack on Customer Service CRM platform..."", ""relevance"": 0.74}, {""incident_id"": ""INC-06964"", ""description"": ""High SQL injection vulnerability in IT mobile app..."", ""relevance"": 0.89}, {""incident_id"": ""INC-08060"", ""description"": ""Low zero-day exploit targeting ERP system in Security..."", ""relevance"": 0.79}, {""incident_id"": ""INC-03030"", ""description"": ""High keylogger discovered on HR firewall..."", ""relevance"": 0.74}]","[""Insufficient security awareness training"", ""Privilege escalation vulnerabilities"", ""Outdated security policies and procedures"", ""Third-party security risks"", ""Inadequate incident response planning""]","[""Deploy security information and event management"", ""Update all software and security patches"", ""Establish regular security audits"", ""Establish continuous monitoring program"", ""Implement privileged access management"", ""Conduct vulnerability assessment""]",Medium,High
INC-00832,Medium Chat transcript leak from Legal web application,Data Leakage,Medium,Finance,Medium,2026-02-17,Closed,"[{""incident_id"": ""INC-06508"", ""description"": ""Medium developer environment leak of HR financial records..."", ""relevance"": 0.81}, {""incident_id"": ""INC-04517"", ""description"": ""High analytics data exposure revealing Customer Service authentication credentials..."", ""relevance"": 0.8}, {""incident_id"": ""INC-01884"", ""description"": ""Medium Screenshot sharing exposing IT payment information..."", ""relevance"": 0.95}, {""incident_id"": ""INC-02501"", ""description"": ""Critical IoT device leak transmitting Marketing customer PII..."", ""relevance"": 0.77}]","[""Inadequate data classification"", ""Data retention policy non-compliance"", ""Insufficient data encryption"", ""Insufficient data anonymization"", ""Email security gateway gaps""]","[""Implement data loss prevention tools"", ""Review access control lists and permissions"", ""Establish regular security audits"", ""Engage external security consultants"", ""Update all software and security patches"", ""Review and update disaster recovery plans""]",High,Medium
INC-00833,Medium DNS resolution failure for Security printing services,Network,Medium,HR,Medium,2025-09-20,In Progress,"[{""incident_id"": ""INC-07885"", ""description"": ""Critical IP address conflict in Security infrastructure..."", ""relevance"": 0.94}, {""incident_id"": ""INC-09481"", ""description"": ""Medium Port channel misconfiguration in IT CRM platform..."", ""relevance"": 0.71}]","[""Physical network security gaps"", ""VPN concentrator capacity issues"", ""Cloud connectivity reliability issues"", ""Bandwidth management deficiencies"", ""Proxy server misconfigurations""]","[""Review and update disaster recovery plans"", ""Deploy security information and event management"", ""Review third-party vendor security"", ""Engage external security consultants""]",Low,Immediate
INC-00834,High network switch failure in HR main office,Network,High,Sales,High,2025-07-10,Open,"[{""incident_id"": ""INC-08101"", ""description"": ""High DHCP exhaustion in Security network..."", ""relevance"": 0.71}, {""incident_id"": ""INC-01039"", ""description"": ""High MAC address spoofing detected in R&D network..."", ""relevance"": 0.86}, {""incident_id"": ""INC-09499"", ""description"": ""High Port channel misconfiguration in Finance email server..."", ""relevance"": 0.83}, {""incident_id"": ""INC-05642"", ""description"": ""Low IP address conflict in Finance infrastructure..."", ""relevance"": 0.89}, {""incident_id"": ""INC-07753"", ""description"": ""Low proxy server failure blocking Marketing internet access..."", ""relevance"": 0.76}, {""incident_id"": ""INC-05472"", ""description"": ""High Load balancing failure for IT VPN access..."", ""relevance"": 0.76}]","[""Outdated network equipment"", ""Firewall rule misconfigurations"", ""Inadequate network segmentation"", ""Network architecture design flaws"", ""Network time synchronization issues""]","[""Review third-party vendor security"", ""Establish continuous monitoring program"", ""Engage external security consultants"", ""Implement data classification framework"", ""Conduct security awareness training""]",High,Medium
INC-00835,Medium consent management failure in Operations intranet portal,Compliance,Medium,Marketing,Medium,2025-07-03,Closed,"[{""incident_id"": ""INC-03727"", ""description"": ""Low contract compliance issue in Marketing production floor..."", ""relevance"": 0.76}, {""incident_id"": ""INC-06361"", ""description"": ""Critical environmental compliance issue in R&D facilities..."", ""relevance"": 0.82}, {""incident_id"": ""INC-05953"", ""description"": ""Medium contract compliance issue in Security conference room..."", ""relevance"": 0.78}]","[""Breach notification procedure gaps"", ""Lack of regular compliance assessments"", ""Internal control design weaknesses"", ""Consent management system failures"", ""Continuous monitoring program inadequacies""]","[""Implement multi-factor authentication"", ""Implement network segmentation"", ""Conduct tabletop exercises for incident response"", ""Establish regular security audits""]",Low,Immediate
INC-00836,Low man-in-the-middle attack intercepting Security communications,Security,Low,Operations,Low,2025-06-07,In Progress,"[{""incident_id"": ""INC-04211"", ""description"": ""Medium ransomware attack encrypting HR department web applications..."", ""relevance"": 0.9}, {""incident_id"": ""INC-01182"", ""description"": ""Low zero-day exploit targeting file server in Security..."", ""relevance"": 0.8}, {""incident_id"": ""INC-09509"", ""description"": ""Critical data breach exposing employee data in R&D..."", ""relevance"": 0.91}]","[""Poor network segmentation"", ""Encryption implementation gaps"", ""Bring-your-own-device policy gaps"", ""Security misconfigurations"", ""Weak password policies""]","[""Notify all affected stakeholders immediately"", ""Review access control lists and permissions"", ""Conduct vulnerability assessment"", ""Establish incident response procedures"", ""Update all software and security patches""]",High,High
